ID,英文名稱,中文名稱,圖片,備註,更新日期
3631568,quick lime,生石灰,,,2018-12-17
3631569,quinine,奎寧,,,2018-12-17
3631570,quinone,[苯]醌,,,2018-12-17
3631571,radar tube,雷達管,,,2018-12-17
3631572,radiant energy,輻射能,,,2018-12-17
3631573,radioactive decay,放射性衰變,,,2018-12-17
3631574,radioactivity,放射性,,,2018-12-17
3631575,radon,氡,,,2018-12-17
3631576,raffinose,棉子糖,,,2018-12-17
3631577,Ramsay,拉姆賽,,,2018-12-17
3631578,rancidity,酸敗,,,2018-12-17
3631579,Randall,藍道爾,,,2018-12-17
3631580,Raoult,拉午耳,,,2018-12-17
3631581,Raoult's law,拉午耳定律,,,2018-12-17
3631582,rate constant,速率常數,,,2018-12-17
3631583,rate equation,速率方程式,,,2018-12-17
3631584,rate law,速率定律,,,2018-12-17
3631585,rational formula,示性式,,,2018-12-17
3631586,rayon,嫘縈,,,2018-12-17
3631587,reactant,反應物,,,2018-12-17
3631588,reaction order,反應級數　,,,2018-12-17
3631589,reaction quotient,反應商,,,2018-12-17
3631590,reaction rate,反應速率,,,2018-12-17
3631591,rechargeable battery,可充電電池[組],,,2018-12-17
3631592,recovery,回收[再用],,,2018-12-17
3631593,recrystallization,再結晶,,,2018-12-17
3631594,recycle,循環使用,,,2018-12-17
3631595,red phosphorus,紅磷,,,2018-12-17
3631596,redox reaction,氧化還原反應,,,2018-12-17
3631597,reduce,減量使用；還原,,,2018-12-17
3631598,reducing agent,還原劑,,,2018-12-17
3631599,reduction,還原[作用],,,2018-12-17
3631600,reduction half-reaction,還原半反應　,,,2018-12-17
3631601,reduction potential,還原電位,,,2018-12-17
3631602,reduction reaction,還原反應　,,,2018-12-17
3631603,reference electrode,參考電極,,,2018-12-17
3631604,reforming,重組,,,2018-12-17
3631605,regenerated fiber,再生纖維,,,2018-12-17
3631606,regeneration,再生,,,2018-12-17
3631607,relative atomic mass,相對原子質量,,,2018-12-17
3631608,relative humidity,相對溼度,,,2018-12-17
3631609,representative element,典型元素；代表元素,,,2018-12-17
3631610,resin,樹脂,,,2018-12-17
3631611,resonance stabilization energy,共振穩定能　　　,,,2018-12-17
3631612,resonance structure,共振結構[式],,,2018-12-17
3631613,reuse,重覆使用,,,2018-12-17
3631614,reverse osmosis,逆滲透,,,2019-10-29
3631615,reverse reaction,逆反應,,,2018-12-17
3631616,reversible reaction,可逆反應,,,2018-12-17
3631617,rhombic sulfur,斜方硫,,,2018-12-17
3631618,ribonucleic acid {= RNA},核糖核酸,,,2018-12-17
3631619,ribonucleotide,核糖核苷酸,,,2018-12-17
3631620,ribose,核糖,,,2018-12-17
3631621,rock crystal,水晶,,20190517修訂,2019-05-17
3631622,rock salt,岩鹽,,,2018-12-17
3631623,rocking chair battery,搖椅式電池[組]　,,,2018-12-17
3631624,Rohrer,羅列　,,,2018-12-17
3631625,rotating biological conductor,迴轉生物接觸器,,,2018-12-17
3631626,rotor,轉子,,,2018-12-17
3631627,Royds,羅以玆　,,,2018-12-17
3631628,rubber,橡膠,,,2018-12-17
3631629,Rutherford,拉塞福,,,2018-12-17
3631630,Rydberg,芮得柏,,,2018-12-17
3631631,Rydberg constant,芮得柏常數,,,2018-12-17
3631632,s-block element,s-區元素　,,,2018-12-17
3631633,saccharide,醣,,,2018-12-17
3631634,saccharin,糖精,,,2018-12-17
3631635,sacrificial anode,犧牲陽極　,,,2018-12-17
3631636,salicylate,柳酸鹽,,,2018-12-17
3631637,salicylic acid,柳酸,,,2018-12-17
3631638,salt,鹽,,,2018-12-17
3631639,salt bridge,鹽橋,,,2018-12-17
3631640,saponification,皂化[作用],,,2018-12-17
3631641,saturated fatty acid,飽和脂肪酸,,,2018-12-17
3631642,saturated hydrocarbon,飽和烴,,,2018-12-17
3631643,saturated solution,飽和溶液,,,2018-12-17
3631644,saturated vapor pressure,飽和蒸氣壓,,,2018-12-17
3631645,scale,標[度]；規；鍋[爐水]垢,,,2018-12-17
3631646,scanning electron microscope {= SEM},掃描電子顯微鏡,,,2018-12-17
3631647,scanning electron microscopy {= SEM},掃描電子顯微術,,,2018-12-17
3631648,scanning tunneling microscope {= STM},掃描穿隧顯微鏡,,,2018-12-17
3631649,scanning tunneling microscopy {= STM},掃描穿隧顯微術,,,2018-12-17
3631650,seawater desalination,海水淡化,,,2018-12-17
3631651,second-order reaction,二級反應,,,2018-12-17
3631652,secondary alcohol,二級醇,,,2018-12-17
3631653,secondary battery,二次電池[組] ；蓄電池,,20200507修訂,2020-05-07
3631654,secondary structure,二級結構 {生化},,,2018-12-17
3631655,semiconductor,半導體,,,2018-12-17
3631656,semipermeable membrane,半透膜,,,2018-12-17
3631657,separation,分離,,,2018-12-17
3631658,shape memory alloy,形狀記憶合金,,,2018-12-17
3631659,shell,殼；層；殼層,,,2018-12-17
3631660,SI unit,SI單位,,,2018-12-17
3631661,sickle cell anemia,鐮狀細胞貧血[症],,,2018-12-17
3631662,sickle-cell hemoglobin,鐮狀細胞血紅素,,,2018-12-17
3631663,silica gel,矽膠　,,,2018-12-17
3631664,silicon chip,矽晶片,,,2018-12-17
3631665,silver mirror reaction,銀鏡反應,,,2018-12-17
3631666,silver mirror test,銀鏡試驗,,,2018-12-17
3631667,silver oxide battery,氧化銀電池[組]　,,,2018-12-17
3631668,silver oxide cell,氧化銀電池,,,2018-12-17
3631669,silver-zinc battery,銀鋅電池[組],,,2018-12-17
3631670,simple cubic unit cell,簡單立方單位晶格,,,2018-12-17
3631671,simple protein,簡單蛋白質,,,2018-12-17
3631672,simplest formula,最簡式,,,2018-12-17
3631673,single bond,單鍵,,,2018-12-17
3631674,Smalley,斯莫里,,,2019-10-29
3631675,smectic,層列狀,,,2018-12-17
3631676,soap,肥皂,,,2018-12-17
3631677,soda,鈉鹼；蘇打,,,2018-12-17
3631678,Soddy,索迪,,,2018-12-17
3631679,sodium alkylbenzenesulfonate,烷基苯磺酸鈉,,,2018-12-17
3631680,sodium borohydride,硼氫化鈉,,,2018-12-17
3631681,sodium chloride,氯化鈉,,,2018-12-17
3631682,sodium dodecyl sulfate {= SDS},正十二烷硫酸鈉,,,2018-12-17
3631683,sodium ethoxide,乙氧[化]鈉,,,2018-12-17
3631684,sodium hydrogen carbonate,碳酸氫鈉；小蘇打{俗},,,2018-12-17
3631685,sodium bicarbonate,碳酸氫鈉；小蘇打{俗},,,2018-12-17
3631686,sodium hydroxide,氫氧化鈉,,,2018-12-17
3631687,sodium lauryl sulfate,硫酸月桂酯鈉；月桂硫酸鈉,,,2018-12-17
3631688,sodium phenoxide,酚鈉；苯氧鈉,,,2018-12-17
3631689,sodium polyacrylate,聚丙烯酸鈉　,,,2018-12-17
3631690,soft detergent,軟性清潔劑,,,2018-12-17
3631691,sol,溶膠,,,2018-12-17
3631692,solar cell,太陽能電池,,,2018-12-17
3631693,solar energy,太陽能,,,2018-12-17
3631694,solid,固體,,,2018-12-17
3631695,solid emulsion,固體乳液,,,2018-12-17
3631696,solid foam,固體泡沫,,,2018-12-17
3631697,solid oxide fuel cell,固態氧化物燃料電池,,,2018-12-17
3631698,solid state,固態,,,2018-12-17
3631699,solidification process,固化[作用],,,2018-12-17
3631700,solubility,溶[解]度,,,2018-12-17
3631701,solubility product,溶度積,,,2018-12-17
3631702,solubility product constant,溶度積常數,,,2018-12-17
3631703,solute,溶質,,,2018-12-17
3631704,solution,溶液,,,2018-12-17
3631705,Solvay,索耳未,,,2018-12-17
3631706,Solvay process,索耳未法,,,2018-12-17
3631707,solvent,溶劑,,,2018-12-17
3631708,Sommerfeld,索末菲,,,2018-12-17
3631709,sorbite,山梨醇,,,2018-12-17
3631710,sorbitol,山梨醇,,,2018-12-17
3631711,soybean oilgosaccharide,大豆寡醣,,,2018-12-17
3631712,space-filling model,空間填充模型,,,2018-12-17
3631713,specificity,專一性 {生化},,,2019-10-28
3631714,spectroscopic method,光譜法,,,2018-12-17
3631715,spectrum,光譜,,,2018-12-17
3631716,spontaneous,自發性的,,,2018-12-17
3631717,spontaneous redox reaction,自發性氧化還原反應,,,2018-12-17
3631718,Stahl,史塔耳,,,2018-12-17
3631719,standard heat of reaction,標準反應熱,,,2018-12-17
3631720,standard hydrogen electrode {= SHE},標準氫電極,,,2018-12-17
3631721,standard molar heat of combustion,標準莫耳燃燒熱,,,2018-12-17
3631722,standard molar heat of formation,標準莫耳生成熱,,,2018-12-17
3631723,standard molar volume,標準莫耳體積,,,2018-12-17
3631724,standard potential,標準電位,,,2018-12-17
3631725,standard reduction potential,標準還原電位,,,2018-12-17
3631726,standard state,標準狀態,,,2018-12-17
3631727,standard temperature and pressure,標準溫壓,,,2018-12-17
3631728,standardization,標定　,,,2018-12-17
3631729,starch,澱粉,,,2018-12-17
3631730,stereoisomer,立體異構物,,,2018-12-17
3631731,stoichiometric coefficient,化學計量係數,,,2018-12-17
3631732,stoichiometric quantity,化學計量,,,2018-12-17
3631733,stoichiometry,化學計量[法],,,2018-12-17
3631734,stoichiometry of electrolysis,電解的計量化學,,,2018-12-17
3631735,storage battery,蓄電池[組],,,2018-12-17
3631736,storage cell,蓄電池,,,2018-12-17
3631737,stratosphere,平流層,,,2018-12-17
3631738,strontium,鍶,,,2018-12-17
3631739,structural formula,結構式,,,2018-12-17
3631740,structural isomer,結構異構物,,,2018-12-17
3631741,styrene,苯乙烯,,,2018-12-17
3631742,styrene-butadiene rubber,苯乙烯-丁二烯橡膠,,,2018-12-17
3631743,subatomic particle,次原子粒子,,,2018-12-17
3631744,sublimation,昇華[作用],,,2018-12-17
3631745,subshell,副殼層；次殼層,,,2018-12-17
3631746,subsoil,心土,,,2018-12-17
3631747,substitution,取代[作用],,,2018-12-17
3631748,substitution reaction,取代反應,,,2018-12-17
3631749,substitutional alloy,取代型合金,,20200408修訂,2020-04-08
3631750,substrate,受質　,,,2018-12-17
3631751,sucrose,蔗糖,,,2018-12-17
3631752,sugar powered biobattery,糖動力生物電池[組]　,,,2018-12-17
3631753,sulfonation,磺酸化[作用]；磺化[作用],,,2018-12-17
3631754,sulfur oxide,硫氧化物　,,,2018-12-17
3631755,superabsorbent polymer,超吸水性聚合物　,,,2018-12-17
3631756,superacid,超強酸,,,2018-12-17
3631757,superconductor,超導體,,,2018-12-17
3631758,supercritical fluid,超臨界流體,,,2018-12-17
3631759,superhygrophobicity,超疏水,,,2018-12-17
3631760,superoxide,超氧化物,,,2018-12-17
3631761,supersaturated solution,過飽和溶液,,,2018-12-17
3631762,surfactant,界面活性劑,,,2018-12-17
3631763,suspended solid,懸浮固體,,,2018-12-17
3631764,sustainable development,永續發展,,,2018-12-17
3631765,syneresis,膠體脫水,,,2018-12-17
3631766,synthesis,合成,,,2018-12-17
3631767,synthetic fiber,合成纖維,,,2018-12-17
3631768,synthetic polymer,合成聚合物,,,2018-12-17
3631769,synthetic resin,合成樹脂,,,2018-12-17
3631770,Sørensen,索任生,,,2018-12-17
3631771,tannin,單寧；鞣質,,,2018-12-17
3631772,tape automated bonding,捲帶[式]自動接合,,,2018-12-17
3631773,Taube,陶比,,,2018-12-17
3631774,Teflon,特夫綸,,,2018-12-17
3631775,temperature,溫度,,,2018-12-17
3631776,tempering,回火；回浸,,,2018-12-17
3631777,temporary hard water,暫時硬水,,,2018-12-17
3631778,terephthalic acid,對苯二甲酸；對酞酸,,,2018-12-17
3631779,tert-butyl alcohol,三級-丁醇,,20210928修訂,2021-09-28
3631780,tertiary alcohol,三級醇,,,2018-12-17
3631781,tertiary structure,三級結構 {生化},,,2018-12-17
3631782,tetrachloroethylene,四氯乙烯,,,2018-12-17
3631783,tetrachloromethane,四氯甲烷,,,2018-12-17
3631784,tetrahydrofuran {= THF},四氫呋喃,,,2018-12-17
3631785,theaflavin,茶黃素,,,2018-12-17
3631786,thearubigin,茶紅素,,,2018-12-17
3631787,theophylline,茶鹼,,,2018-12-17
3631788,theoretical yield,理論產量,,,2018-12-17
3631789,theory of dissociation,解離說,,,2018-12-17
3631790,theory of electrolytic dissociation,電解質解離說,,,2018-12-17
3631791,therapeutic dose,治療劑量,,,2018-12-17
3631792,thermal compression bonding,熱壓接合,,,2018-12-17
3631793,thermal pollution,熱污染,,,2018-12-17
3631794,thermochemical equation,熱化學方程式；熱化學反應式,,,2018-12-17
3631795,thermochemistry,熱化學,,,2018-12-17
3631796,thermometer,溫度計,,,2018-12-17
3631797,thermoplastic,熱塑[性]；熱塑性塑膠,,,2018-12-17
3631798,thermoplastic polymer,熱塑性聚合物,,,2018-12-17
3631799,thermosetting,熱固性,,,2018-12-17
3631800,thermosetting plastic,熱固型塑膠,,,2018-12-17
3631801,thermosetting polymer,熱固型聚合物,,,2018-12-17
3631802,thermosphere,增溫層,,,2018-12-17
3631803,thin film transistor liquid crystal display,薄膜電晶體液晶顯示器,,,2018-12-17
3631804,thiol compound,硫醇化合物　,,,2018-12-17
3631805,thionyl chloride,亞硫醯氯,,,2018-12-17
3631806,Thomson,湯姆森,,,2018-12-17
3631807,threshold energy,低限能,,,2018-12-17
3631808,thymine,胸[腺]嘧啶,,,2018-12-17
3631809,thyroxine,甲狀腺素,,,2018-12-17
3631810,tin plate,馬口鐵　,,,2018-12-17
3631811,titanium dioxide,二氧化鈦,,,2018-12-17
3631812,titration curve,滴定曲線,,,2018-12-17
3631813,titration end point,滴定終點　,,,2018-12-17
3631814,Tollens' reagent,多侖試劑,,,2018-12-17
3631815,Tollens' solution,多侖試液,,,2018-12-17
3631816,toluene,甲苯,,,2018-12-17
3631817,topsoil,表土,,,2018-12-17
3631818,toxic dose,中毒[劑]量,,,2018-12-17
3631819,trace element,痕量元素,,,2018-12-17
3631820,trace pollutant,痕量污染物,,,2018-12-17
3631821,tracer,示蹤物,,,2018-12-17
3631822,trans isomer,反式異構物,,,2018-12-17
3631823,trans-,反-,,20200507修訂,2020-05-07
3631824,trans-2-butene,反-2-丁烯,,20200507修訂,2020-05-07
3631825,trans-butenedioic acid,反-丁烯二酸,,20200909修訂,2020-09-09
3631826,transesterification,轉[換]酯化[作用],,,2018-12-17
3631827,transition,過渡；躍遷；轉移,,,2018-12-17
3631828,transition element,過渡元素,,,2018-12-17
3631829,transition state,過渡狀態,,,2018-12-17
3631830,transpiration,蒸散作用,,,2018-12-17
3631831,transuranium element,超鈾元素,,,2018-12-17
3631832,triacylglycerol,三酸甘油酯,,,2018-12-17
3631833,trichloromethane,三氯甲烷,,,2018-12-17
3631834,triiodothyronine,三碘甲腺胺酸,,,2018-12-17
3631835,trimethylamine,三甲胺,,,2018-12-17
3631836,trinitrotoluene {= TNT},三硝甲苯,,,2018-12-17
3631837,triple bond,參鍵,,,2018-12-17
3631838,triple point,三相點,,,2018-12-17
3631839,triprotic acid,三質子酸,,,2018-12-17
3631840,troposphere,對流層,,,2018-12-17
3631841,Turnbull's blue,滕氏藍　,,,2018-12-17
3631842,Tyndall,廷得耳,,,2018-12-17
3631843,Tyndall effect,廷得耳效應,,,2018-12-17
3631844,typical element,典型元素,,,2018-12-17
3631845,ubiquitin,泛素,,,2018-12-17
3631846,ultrasonic bonding,超音波接合,,,2018-12-17
3631847,ultraviolet/visible {= UV/Vis},紫外光/可見光,,,2018-12-17
3631848,ultraviolet {= UV},紫外線,,,2018-12-17
3631849,unit cell,單位晶胞；單位格子；單位晶格,,,2018-12-17
3631850,universal gas constant,通用氣體常數,,,2018-12-17
3631851,universal indicator,廣用指示劑,,,2018-12-17
3631852,unleaded gasoline,無鉛汽油,,,2018-12-17
3631853,unsaturated fatty acid,不飽和脂肪酸,,,2018-12-17
3631854,unsaturated hydrocarbon,不飽和烴,,,2018-12-17
3631855,unsaturated solution,不飽和溶液,,,2018-12-17
3631856,uracil,尿嘧啶,,,2018-12-17
3631857,urea,尿素,,,2018-12-17
3631858,valence electron,價電子,,,2018-12-17
3631859,valence shell,價殼[層],,,2018-12-17
3631860,valence shell electron pair repulsion {= VSEPR},價殼[層]電子對互斥,,,2018-12-17
3631861,valine,纈胺酸,,,2018-12-17
3631862,van der Waals,凡得瓦,,,2018-12-17
3631863,van der Waals force,凡得瓦力,,,2018-12-17
3631864,van't Hoff,凡特何夫,,,2018-12-17
3631865,van't Hoff factor,凡特何夫因數,,,2018-12-17
3631866,vegetable fiber,植物纖維,,,2018-12-17
3631867,vermiculite,蛭石,,,2018-12-17
3631868,Volta,伏打,,,2018-12-17
3631869,voltage,電壓,,,2018-12-17
3631870,voltaic cell,伏打電池,,,2018-12-17
3631871,voltaic pile,伏打堆　,,,2018-12-17
3631872,volume percentage,體積百分率,,,2018-12-17
3631873,volume percentage concentration,體積百分率濃度,,,2018-12-17
3631874,volumetric molar concentration,體積莫耳濃度,,,2018-12-17
3631875,wafer,晶片；晶圓,,,2018-12-17
3631876,wafer fabrication,晶圓製程,,,2018-12-17
3631877,wafer probe,晶圓測試,,,2018-12-17
3631878,washing soda,洗滌鹼,,,2018-12-17
3631879,water gas,水煤氣,,,2018-12-17
3631880,water softening,水軟化[作用],,,2018-12-17
3631881,water solution,水溶液,,,2018-12-17
3631882,water vapor pressure,水蒸氣壓,,,2018-12-17
3631883,water-soluble resin,水溶性樹脂,,,2018-12-17
3631884,Watson,華生,,,2018-12-17
3631885,wave number,波數,,,2018-12-17
3631886,weight percent concentration,重量百分數濃度,,,2018-12-17
3631887,weight percentage concentration,重量百分率濃度,,,2018-12-17
3631888,Werner,維爾納,,,2018-12-17
3631889,white phosphorus,白磷,,,2018-12-17
3631890,wintergreen oil,冬青油,,,2018-12-17
3631891,Wöhler,烏勒,,,2018-12-17
3631892,wood alcohol,木醇,,,2018-12-17
3631893,wood spirit,木精,,,2018-12-17
3631894,World Commission on Environment and Development,世界環境與發展委員會,,,2018-12-17
3631895,World Health Organization {= WHO},世界衛生組織,,,2018-12-17
3631896,xanthoproteic reaction,黃蛋白反應,,,2018-12-17
3631897,xanthoprotein reaction,黃蛋白反應,,,2018-12-17
3631898,xenon,氙,,,2018-12-17
3631899,xylene,二甲苯　,,,2018-12-17
3631900,xylitol,木糖醇,,,2018-12-17
3631901,yield,產率,,,2018-12-17
3631902,yield percentage,產量百分率　,,,2018-12-17
3631903,zeolite,沸石,,,2018-12-17
3631904,zero-order reaction,零級反應,,,2018-12-17
3631905,Zewail,齊威爾,,,2018-12-17
3631906,Ziegler,戚格勒,,,2018-12-17
3631907,zinc-copper battery,鋅銅電池[組],,,2018-12-17
3631908,zone melting process,帶域熔化法　,,,2018-12-17
3631909,zone refining,帶熔精煉法,,,2018-12-17
3631910,zwitterion,[正負]兩性離子,,,2018-12-17
3631911,dipolar ion,[正負]兩性離子,,,2018-12-17
3631912,a-amino acid,α-胺基酸,,,2018-12-17
3631913,a-helix,α螺旋,,,2018-12-17
3631914,b-carotene,β-胡蘿蔔素,,,2018-12-17
3631915,πbond,π 鍵,,,2018-12-17
3683976,rare earth element,稀土元素,,,2019-05-17
3683977,maximum tolerated dose {= MTD},最大耐受劑量,,,2019-05-17
5415750,nuclear chain reaction,核連鎖反應；核鏈反應,,,2019-10-28
5415758,quasicrystal,準晶[體],,,2019-10-28
5415763,carat,克拉,,20191204修訂,2019-12-04
5415765,trigonal pyramid,三角錐,,,2019-10-29
5415766,square pyramid,四角錐,,,2019-10-29
5415768,emission spectrum,發射光譜,,,2019-10-29
7645881,secondary cell,二次電池{可充電電池},,,2020-05-07
12500789,alkene,烯[烴],,,2021-01-26
